-118.500000000000	35.9000000000000
-118.300000000000	36
-118.200000000000	34.8000000000000
-118.200000000000	35.6000000000000
-118.200000000000	35.9000000000000
-118.100000000000	35.4000000000000
-118.100000000000	35.5000000000000
-118.100000000000	35.8000000000000
-118.100000000000	36.2000000000000
-118	35.7000000000000
-117.900000000000	35.1000000000000
-117.900000000000	35.5000000000000
-117.900000000000	35.7000000000000
-117.800000000000	35.5000000000000
-117.800000000000	35.7000000000000
-117.800000000000	36
-117.700000000000	35.4000000000000
-117.700000000000	35.6000000000000
-117.700000000000	35.8000000000000
-117.700000000000	35.9000000000000
-117.700000000000	36.3000000000000
-117.600000000000	35.4000000000000
-117.500000000000	35.5000000000000
-117.500000000000	35.7000000000000
-117.500000000000	35.8000000000000
-117.400000000000	35.5000000000000
-117.400000000000	35.6000000000000
-117.400000000000	36
-117.400000000000	36.1000000000000
-117.300000000000	35.5000000000000
-117.100000000000	35.5000000000000
